date,spot,vol_factor,0-3M,3M-6M,6M-1Y,1Y+,total_parallel,sum_buckets,interaction
2026-04-09,679.9099731445312,1.2807557147772377,0.0,2772651.1867639143,-4468079.7767132055,3188275.938961073,1492847.3490117933,1492847.3490117816,1.1641532182693481e-08
2026-04-10,679.4600219726562,1.2418649405077948,0.0,2751501.231684885,-4425377.298363671,3183970.2075766632,1510094.1408978775,1510094.1408978775,0.0
2026-04-13,686.0999755859375,1.2318022701331734,0.0,2628464.0643199673,-4435885.021761269,3144883.0348883756,1337462.077447062,1337462.0774470735,-1.1641532182693481e-08
2026-04-14,694.4600219726562,1.2374195058504158,0.0,2513500.534918939,-4483500.064163026,3102805.922575388,1132806.3933313126,1132806.393331301,1.1641532182693481e-08
2026-04-15,699.9400024414062,1.217998784713408,0.0,2423130.398720829,-4485288.329540053,3070022.373599815,1007864.4427805906,1007864.4427805906,0.0
2026-04-16,701.6599731445312,1.18271635400875,0.0,2370127.787408617,-4456778.988744842,3053793.9738557907,967142.7725195652,967142.7725195657,-4.656612873077393e-10
2026-04-17,710.1400146484375,1.1908435117625988,0.0,441028.1838590512,-2653024.4813474943,3005485.876473668,793489.578985225,793489.578985225,0.0
2026-04-20,708.719970703125,1.1558059706520283,0.0,417690.57150245644,-2602957.6398433885,2997636.148621922,812369.0802809782,812369.0802809899,-1.1641532182693481e-08
2026-04-21,704.0800170898438,1.1342805507274694,0.0,425903.4399538301,-2537301.311595994,3017136.953675945,905739.0820337925,905739.0820337809,1.1641532182693481e-08
2026-04-22,711.2100219726562,1.1322574640314704,0.0,386147.0606405288,-2602553.372184816,2972760.9859100776,756354.6743657789,756354.6743657906,-1.1641532182693481e-08
